Checkin Date,2015-08-12,2015-08-12,2015-08-12,2015-08-12,2015-08-13,2015-08-13,2015-08-13,2015-08-13,2015-08-19,2015-08-19,2015-08-19,2015-08-19,2015-08-26,2015-08-26,2015-08-26,2015-08-26,2015-08-27,2015-08-27,2015-08-27,2015-08-27,2015-08-28,2015-08-28,2015-08-28,2015-08-28,2015-09-09,2015-09-09,2015-09-09,2015-09-09,2015-09-10,2015-09-10,2015-09-10,2015-09-10,2015-09-11,2015-09-11,2015-09-11,2015-09-11,2015-09-16,2015-09-16,2015-09-16,2015-09-16,2015-09-17,2015-09-17,2015-09-17,2015-09-17,2015-09-18,2015-09-18,2015-09-18,2015-09-18,2015-09-30,2015-09-30,2015-09-30,2015-09-30,2015-10-01,2015-10-01,2015-10-01,2015-10-01,2015-10-02,2015-10-02,2015-10-02,2015-10-02,2015-10-07,2015-10-07,2015-10-07,2015-10-07,2015-10-14,2015-10-14,2015-10-14,2015-10-14,2015-10-15,2015-10-15,2015-10-15,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2015-10-21,2015-10-21,2015-10-21,2015-10-21,2015-10-22,2015-10-22,2015-10-22,2015-10-22,2015-10-27,2015-10-27,2015-10-27,2015-10-27,2015-10-28,2015-10-28,2015-10-28,2015-10-28,2015-10-29,2015-10-29,2015-10-29,2015-10-29,2015-10-30,2015-10-30,2015-10-30,2015-10-30,2015-11-03,2015-11-03,2015-11-03,2015-11-03,2015-11-04,2015-11-04,2015-11-04,2015-11-04,2015-11-05,2015-11-05,2015-11-05,2015-11-05,2015-11-06,2015-11-06,2015-11-06,2015-11-06,2015-11-07,2015-11-07,2015-11-07,2015-11-07,2015-11-10,2015-11-10,2015-11-10,2015-11-10,2015-11-11,2015-11-11,2015-11-11,2015-11-11,2015-11-12,2015-11-12,2015-11-12,2015-11-12,2015-11-13,2015-11-13,2015-11-13,2015-11-13,2015-11-18,2015-11-18,2015-11-18,2015-11-18,2015-11-21,2015-11-21,2015-11-21,2015-11-21,2015-11-25,2015-11-25,2015-11-25,2015-11-25,2015-11-26,2015-11-26,2015-11-26,2015-11-26,2015-11-27,2015-11-27,2015-11-27,2015-11-27,2015-11-28,2015-11-28,2015-11-28,2015-11-28
Hudson New York Central Park,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.99999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.796042617960424,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.290715372907144,41.85692541856925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.22374429223744,-1.0,21.004566210045667,-1.0,14.459665144596656,0.0,12.176560121765604,-1.0,9.589041095890408,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.02587519025876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hyatt Herald Square New York,18.075313807531387,29.790794979079507,-1.0,-1.0,-1.0,-1.0,-1.0,20.502092050209214,10.543933054393307,8.870292887029294,-1.0,45.02092050209205,2.092050209205027,0.0,2.259414225941427,-1.0,25.523012552301253,4.351464435146454,15.64853556485356,2.092050209205027,23.43096234309624,15.64853556485356,14.142259414225947,23.09623430962344,44.26778242677824,45.77405857740587,54.81171548117155,-1.0,54.05857740585773,-1.0,-1.0,-1.0,-1.0,58.57740585774059,57.07112970711296,59.3305439330544,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,84.18410041841005,-1.0,-1.0,95.48117154811715,-1.0,-1.0,-1.0,-1.0,-1.0,48.03347280334728,49.53974895397491,48.03347280334728,-1.0,-1.0,-1.0,-1.0,-1.0,76.82008368200837,85.85774058577405,75.31380753138075,76.06694560669456,84.35146443514645,67.61506276150627,44.853556485355654,43.17991631799164,48.03347280334728,56.56903765690376,44.853556485355654,43.68200836820084,43.17991631799164,44.853556485355654,-1.0,-1.0,53.47280334728035,-1.0,57.23849372384939,54.05857740585773,43.68200836820084,42.92887029288703,45.94142259414227,43.68200836820084,-1.0,68.36820083682008,88.70292887029288,-1.0,45.77405857740587,45.02092050209205,-1.0,48.786610878661094,-1.0,32.384937238493734,32.384937238493734,30.878661087866107,43.17991631799164,41.50627615062761,44.01673640167364,-1.0,57.99163179916317,-1.0,57.23849372384939,-1.0,45.94142259414227,43.68200836820084,36.485355648535574,38.99581589958159,-1.0,-1.0,-1.0,-1.0,42.17573221757323,34.47698744769875,33.72384937238493,45.94142259414227,-1.0,26.945606694560666,44.01673640167364,43.17991631799164,45.94142259414227,-1.0,32.384937238493734,25.606694560669453,30.878661087866107,14.309623430962347,18.075313807531387,30.627615062761507,25.606694560669453,13.556485355648533,16.401673640167374,39.8326359832636,-1.0,25.104602510460253,22.259414225941427,26.443514644351467,17.907949790794987,20.920502092050214,20.1673640167364,21.673640167364027,3.5983263598326403,-1.0,2.092050209205027,-1.0,-1.0,8.870292887029294,11.38075313807532,21.673640167364027,8.870292887029294,20.920502092050214,11.38075313807532,-1.0,29.958158995815907,28.953974895397494,29.790794979079507,-1.0,47.28033472803348,47.28033472803348,46.52719665271967,82.51046025104603
Hyatt Place Flushing LaGuardia Airport,-1.0,-1.0,-1.0,-1.0,-1.0,27.909270216962526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.508875739644964,-1.0,-1.0,-1.0,93.58974358974359,-1.0,50.59171597633136,12.721893491124248,100.0,70.01972386587772,45.56213017751479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.95660749506902,-1.0,-1.0,78.2051282051282,-1.0,-1.0,-1.0,60.45364891518739,83.1360946745562,81.16370808678502,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.950690335305723,-1.0,-1.0,32.840236686390526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.508875739644964,-1.0,-1.0,-1.0,28.30374753451676,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0848126232741606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hyatt Place New York Midtown South,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6116035455277995,0.0,-1.0,-1.0,51.81305398871878,-1.0,-1.0,-1.0,-1.0,54.069298952457686,-1.0,-1.0,-1.0,-1.0,-1.0,67.84850926672038,70.9105560032232,73.24738114423852,-1.0,-1.0,-1.0,-1.0,60.99919419822723,59.22643029814665,-1.0,60.99919419822723,-1.0,-1.0,-1.0,73.24738114423852,-1.0,-1.0,-1.0,-1.0,48.348106365834,45.9307010475423,-1.0,45.9307010475423,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.46817082997582,-1.0,-1.0,37.8726833199033,34.6494762288477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.680902497985485,45.52780016116036,-1.0,-1.0,49.1539081385979,-1.0,-1.0,47.70346494762288,-1.0,-1.0,-1.0,-1.0,-1.0,53.1829170024174,-1.0,-1.0,34.6494762288477,55.680902497985485,-1.0,-1.0,53.505237711522966,52.780016116035455,-1.0,27.39726027397259,26.672038678485094,30.298146655922636,34.6494762288477,-1.0,-1.0,34.6494762288477,-1.0,-1.0,28.122481869460103,26.672038678485094,-1.0,45.52780016116036,45.52780016116036,-1.0,45.52780016116036,37.8726833199033,37.8726833199033,37.8726833199033,33.843674456083804,19.339242546333594,9.669621273166797,17.727639000805794,9.669621273166797,-1.0,12.167606768734885,33.92425463336019,-1.0,-1.0,20.950846091861393,-1.0,-1.0,-1.0,8.541498791297329,12.167606768734885,-1.0,-1.0,19.419822723609983,1.6116035455277995,-1.0,13.698630136986296,13.698630136986296,20.950846091861393,19.339242546333594,7.816277195809832,12.892828364222396,13.618049959709907,7.816277195809832,45.52780016116036,30.298146655922636,27.39726027397259,27.39726027397259,-1.0,55.680902497985485,55.680902497985485,-1.0
Hyatt Times Square New York,-1.0,26.645519429024574,27.438540840602684,29.024583663758918,-1.0,30.610626486915137,28.231562252180794,-1.0,-1.0,-1.0,27.438540840602684,-1.0,22.68041237113401,26.645519429024574,27.438540840602684,25.852498017446464,35.36875495638381,23.47343378271212,23.47343378271212,21.09436954797779,-1.0,30.610626486915137,23.47343378271212,-1.0,-1.0,-1.0,64.71054718477399,-1.0,65.5035685963521,64.71054718477399,64.71054718477399,-1.0,-1.0,82.15701823949246,63.91752577319588,68.67565424266454,-1.0,-1.0,-1.0,-1.0,-1.0,78.19191118160188,67.08961141950832,67.08961141950832,81.36399682791435,66.2965900079302,61.53846153846152,70.26169706582075,-1.0,-1.0,-1.0,73.43378271213322,-1.0,69.46867565424265,85.3291038858049,78.19191118160188,-1.0,88.50118953211737,85.3291038858049,91.27676447264076,-1.0,-1.0,-1.0,-1.0,100.0,84.93259318001586,84.13957176843775,73.43378271213322,-1.0,88.50118953211737,85.3291038858049,84.53608247422679,-1.0,88.50118953211737,85.3291038858049,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.57335448057097,64.71054718477399,62.33148295003963,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.81284694686755,81.36399682791435,-1.0,74.22680412371133,-1.0,-1.0,77.39888977002377,52.81522601110228,-1.0,-1.0,40.52339413164155,-1.0,-1.0,-1.0,-1.0,38.540840602696264,36.16177636796192,21.8873909595559,-1.0,64.71054718477399,57.57335448057097,-1.0,-1.0,64.71054718477399,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.79777954004757,-1.0,-1.0,-1.0,-1.0,-1.0,50.43616177636795,-1.0,-1.0,-1.0,54.4012688342585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.709754163362405,0.0,9.992069785884212,20.697858842188737,-1.0,19.984139571768424,24.266455194290245,-1.0,24.980174464710544,27.12133227597144,-1.0,-1.0,23.949246629658987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hyatt Union Square New York,22.879999999999995,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.879999999999995,-1.0,37.28,-1.0,52.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.16000000000001,72.64,84.8,87.83999999999999,61.999999999999986,69.60000000000001,60.480000000000004,71.11999999999999,98.48,-1.0,75.67999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.43999999999998,64.32000000000001,64.32000000000001,99.99999999999999,80.16000000000001,88.8,83.04,67.11999999999999,61.43999999999998,-1.0,72.32000000000001,63.2,56.8,-1.0,83.27999999999999,57.11999999999999,70.88000000000001,55.67999999999999,64.64,96.8,-1.0,95.36,-1.0,-1.0,72.96,-1.0,74.39999999999999,-1.0,-1.0,74.96,64.8,-1.0,67.2,77.27999999999999,-1.0,59.999999999999986,62.88000000000001,-1.0,-1.0,47.92,-1.0,-1.0,47.92,64.24,62.8,65.52,72.24,-1.0,-1.0,-1.0,-1.0,-1.0,76.16000000000001,43.760000000000005,-1.0,-1.0,-1.0,45.11999999999999,-1.0,-1.0,55.999999999999986,61.43999999999998,66.96,-1.0,-1.0,68.24,53.36,61.519999999999996,62.8,65.52,65.60000000000001,47.92,51.92,46.480000000000004,41.11999999999999,51.999999999999986,53.27999999999999,41.03999999999999,47.92,26.159999999999997,34.239999999999995,42.39999999999999,42.47999999999999,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.83999999999999,56.08,49.040000000000006,53.519999999999996,72.88000000000001,69.11999999999999,-1.0,-1.0
Jet Luxury at the Trump SoHo,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.905717151454354,0.0,-1.0,-1.0,-1.0,-1.0,88.86659979939819,91.2738214643932,-1.0,86.55967903711135,84.25275827482446,81.84553660982945,-1.0,81.84553660982945,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Langham Place New York Fifth Avenue,47.292666209732694,38.656614119259764,49.04043865661412,12.337217272104176,0.0,38.656614119259764,3.0843043180260423,-1.0,12.302947224126108,13.639479095270737,12.954078135709388,15.01028101439342,8.91021247429746,13.228238519533924,15.284441398217957,23.1665524331734,1.0281014393420165,7.196710075394101,8.224811514736125,-1.0,-1.0,-1.0,-1.0,16.24400274160383,82.45373543522959,87.45716244002739,79.57505140507195,-1.0,-1.0,81.2885538039753,-1.0,-1.0,-1.0,73.74914324880052,-1.0,-1.0,84.27004797806717,75.83961617546262,93.69431117203564,95.44208361891705,60.62371487320082,85.8807402330363,73.74914324880052,-1.0,-1.0,-1.0,-1.0,-1.0,51.61069225496916,47.18985606579849,47.18985606579849,56.065798492117885,62.06305688827964,60.62371487320082,-1.0,99.99999999999997,60.62371487320082,-1.0,-1.0,-1.0,64.87320082248115,64.63331048663468,77.6559287183002,95.44208361891705,59.59561343385881,59.4928032899246,67.71761480466071,73.26936257710759,53.42700479780671,60.246744345442075,-1.0,59.59561343385881,-1.0,-1.0,-1.0,-1.0,49.45167923235092,38.27964359150102,51.85058259081563,56.271418779986284,39.650445510623705,49.28032899246059,46.88142563399588,-1.0,69.08841672378341,46.88142563399588,62.09732693625771,54.07813570938999,44.482522275531174,45.68197395476353,50.47978067169293,-1.0,28.238519533927338,-1.0,57.710760795065106,-1.0,-1.0,54.797806716929394,-1.0,-1.0,72.92666209732693,53.01576422206991,64.290610006854,73.26936257710759,54.07813570938999,57.33379026730636,65.49006168608636,72.72104180945851,41.50102810143934,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.4928032899246,44.482522275531174,48.080877313228235,52.878684030157636,42.08361891706648,40.88416723783413,45.68197395476353,50.47978067169293,-1.0,41.32967786154901,42.56339958875942,-1.0,-1.0,-1.0,-1.0,59.97258396161754,40.918437285812196,50.616860863605204,54.35229609321453,60.212474297464006,-1.0,-1.0,-1.0,-1.0,39.68471555860177,39.68471555860177,45.68197395476353,-1.0,28.88965044551062,-1.0,-1.0,-1.0,33.10486634681288,-1.0,-1.0,39.03358464701851,-1.0,-1.0,56.44276901987663,56.81973954763536
Le Parker Meridien New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0966767371601094,6.042296072507554,-1.0,-1.0,6.797583081570991,3.625377643504521,0.7552870090634372,-1.0,14.350453172205434,11.404833836858003,-1.0,-1.0,-1.0,-1.0,-1.0,42.749244712990915,47.1299093655589,46.75226586102717,40.030211480362524,69.25981873111782,61.25377643504531,55.13595166163141,-1.0,57.703927492447136,62.764350453172185,67.14501510574017,72.80966767371599,51.812688821752246,56.19335347432023,58.912386706948624,54.68277945619336,73.33836858006042,48.26283987915407,63.51963746223565,58.08157099697884,64.95468277945618,70.54380664652568,75.07552870090633,79.98489425981872,70.69486404833835,69.93957703927491,61.32930513595166,57.17522658610271,83.15709969788519,78.32326283987915,66.31419939577039,-1.0,42.749244712990915,47.280966767371595,52.11480362537763,56.344410876132926,-1.0,62.83987915407853,-1.0,39.57703927492447,51.132930513595156,47.734138972809674,46.374622356495465,40.86102719033231,88.4441087613293,71.67673716012085,66.1631419939577,-1.0,-1.0,56.79758308157098,61.32930513595166,66.76737160120844,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.90332326283986,77.03927492447129,72.80966767371599,48.26283987915407,53.09667673716011,57.17522658610271,62.00906344410875,52.11480362537763,48.11178247734138,43.58006042296073,44.48640483383686,58.08157099697884,52.56797583081571,48.48942598187311,-1.0,69.78851963746222,65.70996978851962,-1.0,-1.0,-1.0,47.734138972809674,51.7371601208459,55.438066465256796,36.9335347432024,39.350453172205434,43.0513595166163,46.601208459214504,38.29305135951661,34.59214501510574,30.287009063444103,26.208459214501502,61.10271903323262,50.98187311178246,46.90332326283986,-1.0,-1.0,-1.0,-1.0,-1.0,4.5317220543806656,7.326283987915403,10.196374622356487,12.990936555891238,-1.0,33.53474320241692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.83081570996977,68.27794561933534,65.33232628398791,59.74320241691841,99.99999999999999,97.05438066465256,91.38972809667673,-1.0
Loews Regency New York Hotel,5.217391304347828,10.869565217391312,5.217391304347828,-1.0,0.0,0.0,-1.0,-1.0,5.217391304347828,3.4782608695652186,5.217391304347828,-1.0,1.7391304347826093,3.4782608695652186,5.217391304347828,-1.0,1.7391304347826093,3.4782608695652186,-1.0,-1.0,3.4782608695652186,5.217391304347828,3.4782608695652186,1.7391304347826093,65.21739130434783,69.56521739130436,73.91304347826086,78.26086956521739,56.52173913043478,65.21739130434783,69.56521739130436,65.21739130434783,69.56521739130436,73.91304347826086,69.56521739130436,100.00000000000001,-1.0,69.56521739130436,73.91304347826086,82.60869565217392,-1.0,76.08695652173914,-1.0,-1.0,80.43478260869564,78.26086956521739,76.08695652173914,82.60869565217392,-1.0,86.95652173913042,100.00000000000001,-1.0,65.21739130434783,69.56521739130436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.60869565217392,61.73913043478261,64.78260869565217,-1.0,73.91304347826086,61.73913043478261,64.78260869565217,76.08695652173914,54.78260869565217,69.56521739130436,76.08695652173914,73.91304347826086,67.39130434782608,63.04347826086958,63.04347826086958,56.52173913043478,44.78260869565217,47.173913043478265,48.69565217391305,56.086956521739125,54.78260869565217,61.73913043478261,54.565217391304344,60.43478260869564,73.91304347826086,69.56521739130436,45.26086956521739,47.0,65.21739130434783,38.30434782608695,36.565217391304344,38.30434782608695,65.21739130434783,29.60869565217392,27.86956521739131,43.47826086956522,27.86956521739131,29.60869565217392,38.30434782608695,40.04347826086956,47.0,36.565217391304344,31.34782608695653,48.73913043478261,26.08695652173914,36.565217391304344,31.34782608695653,40.04347826086956,45.652173913043484,45.652173913043484,39.1304347826087,43.47826086956522,26.130434782608702,31.34782608695653,52.173913043478265,29.60869565217392,47.826086956521735,52.173913043478265,47.826086956521735,-1.0,65.21739130434783,34.78260869565217,31.34782608695653,52.173913043478265,29.60869565217392,29.60869565217392,31.34782608695653,31.34782608695653,54.34782608695653,17.391304347826093,17.391304347826093,17.391304347826093,34.78260869565217,17.391304347826093,17.391304347826093,43.47826086956522,52.173913043478265,-1.0,-1.0,-1.0,6.521739130434781,12.217391304347828,13.956521739130437,15.695652173913047,23.913043478260875,19.173913043478265,19.565217391304344,22.652173913043484,-1.0,-1.0,35.652173913043484,41.73913043478261,-1.0,-1.0,35.652173913043484,54.78260869565217,-1.0,-1.0,50.0,-1.0
Magnuson Convention Center Hotel,50.53908355795147,53.77358490566036,53.90835579514825,50.53908355795147,23.854447439353095,26.41509433962264,26.819407008086245,24.52830188679245,32.34501347708894,35.57951482479784,33.288409703504044,30.59299191374663,7.008086253369271,9.1644204851752,8.894878706199464,6.334231805929917,0.0,1.8867924528301785,1.6172506738544428,0.0,5.390835579514814,7.95148247978436,7.95148247978436,6.0646900269541675,75.2021563342318,79.11051212938006,78.30188679245282,74.2587601078167,74.93261455525607,78.43665768194069,77.22371967654985,76.54986522911051,-1.0,54.71698113207546,55.25606469002696,52.42587601078165,96.09164420485175,100.0,-1.0,-1.0,75.33692722371967,79.38005390835579,77.49326145552558,76.68463611859838,76.14555256064688,78.30188679245282,77.08894878706198,73.98921832884096,79.7843665768194,83.28840970350404,81.94070080862534,-1.0,66.98113207547169,70.48517520215631,76.41509433962264,73.98921832884096,63.207547169811306,62.668463611859835,62.8032345013477,59.43396226415095,-1.0,-1.0,-1.0,-1.0,86.6576819407008,90.83557951482479,89.08355795148248,-1.0,61.99460916442047,65.49865229110512,63.207547169811306,61.05121293800539,59.83827493261455,63.881401617250674,62.93800539083557,59.97304582210242,-1.0,-1.0,-1.0,-1.0,66.30727762803232,70.35040431266845,67.3854447439353,65.09433962264151,69.2722371967655,72.50673854447439,73.45013477088949,69.6765498652291,-1.0,76.68463611859838,76.54986522911051,-1.0,65.36388140161725,69.2722371967655,-1.0,-1.0,52.695417789757414,56.46900269541777,54.17789757412399,51.75202156334231,-1.0,58.08625336927224,58.625336927223714,55.39083557951483,59.43396226415095,62.668463611859835,63.07277628032344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.08625336927224,57.27762803234501,54.31266846361186,51.75202156334231,55.121293800539064,54.17789757412399,51.34770889487871,44.07008086253367,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.52830188679245,27.35849056603773,25.741239892183287,23.989218328840963,-1.0,32.47978436657681,31.805929919137455,29.38005390835579,-1.0,-1.0,-1.0,-1.0,9.703504043126685,11.590296495956864,11.725067385444746,9.568733153638803,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Manhattan NYC-an Affinia hotel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.36062378167642,52.43664717348929,49.317738791423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.07602339181287,40.058479532163744,43.66471734892788,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.49317738791422,-1.0,-1.0,-1.0,77.3879142300195,76.21832358674465,74.26900584795322,85.86744639376218,93.37231968810917,100.0,-1.0,-1.0,96.588693957115,-1.0,-1.0,-1.0,-1.0,80.7017543859649,87.8167641325536,-1.0,68.22612085769981,75.34113060428851,73.48927875243663,82.55360623781675,75.73099415204678,95.61403508771929,-1.0,65.39961013645225,71.83235867446393,62.37816764132555,71.15009746588694,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.98050682261209,-1.0,64.32748538011697,53.31384015594543,59.84405458089668,-1.0,44.63937621832359,51.16959064327486,57.69980506822611,59.941520467836256,59.06432748538012,63.35282651072126,-1.0,46.393762183235864,50.77972709551656,55.165692007797276,47.953216374269005,37.914230019493175,42.007797270955166,43.66471734892788,41.32553606237816,-1.0,37.62183235867447,39.57115009746589,44.24951267056531,-1.0,45.90643274853801,50.097465886939574,57.1150097465887,-1.0,46.686159844054586,48.83040935672514,-1.0,34.01559454191033,36.257309941520475,38.69395711500975,-1.0,-1.0,-1.0,-1.0,-1.0,26.023391812865498,26.023391812865498,26.023391812865498,26.023391812865498,-1.0,-1.0,-1.0,-1.0,9.551656920077974,3.7037037037037095,0.0,2.2417153996101433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.138401559454195,-1.0,-1.0,34.113060428849906,42.98245614035088
