Checkin Date,2015-08-12,2015-08-12,2015-08-12,2015-08-12,2015-08-13,2015-08-13,2015-08-13,2015-08-13,2015-08-19,2015-08-19,2015-08-19,2015-08-19,2015-08-26,2015-08-26,2015-08-26,2015-08-26,2015-08-27,2015-08-27,2015-08-27,2015-08-27,2015-08-28,2015-08-28,2015-08-28,2015-08-28,2015-09-09,2015-09-09,2015-09-09,2015-09-09,2015-09-10,2015-09-10,2015-09-10,2015-09-10,2015-09-11,2015-09-11,2015-09-11,2015-09-11,2015-09-16,2015-09-16,2015-09-16,2015-09-16,2015-09-17,2015-09-17,2015-09-17,2015-09-17,2015-09-18,2015-09-18,2015-09-18,2015-09-18,2015-09-30,2015-09-30,2015-09-30,2015-09-30,2015-10-01,2015-10-01,2015-10-01,2015-10-01,2015-10-02,2015-10-02,2015-10-02,2015-10-02,2015-10-07,2015-10-07,2015-10-07,2015-10-07,2015-10-14,2015-10-14,2015-10-14,2015-10-14,2015-10-15,2015-10-15,2015-10-15,2015-10-15,2015-10-16,2015-10-16,2015-10-16,2015-10-16,2015-10-21,2015-10-21,2015-10-21,2015-10-21,2015-10-22,2015-10-22,2015-10-22,2015-10-22,2015-10-27,2015-10-27,2015-10-27,2015-10-27,2015-10-28,2015-10-28,2015-10-28,2015-10-28,2015-10-29,2015-10-29,2015-10-29,2015-10-29,2015-10-30,2015-10-30,2015-10-30,2015-10-30,2015-11-03,2015-11-03,2015-11-03,2015-11-03,2015-11-04,2015-11-04,2015-11-04,2015-11-04,2015-11-05,2015-11-05,2015-11-05,2015-11-05,2015-11-06,2015-11-06,2015-11-06,2015-11-06,2015-11-07,2015-11-07,2015-11-07,2015-11-07,2015-11-10,2015-11-10,2015-11-10,2015-11-10,2015-11-11,2015-11-11,2015-11-11,2015-11-11,2015-11-12,2015-11-12,2015-11-12,2015-11-12,2015-11-13,2015-11-13,2015-11-13,2015-11-13,2015-11-18,2015-11-18,2015-11-18,2015-11-18,2015-11-21,2015-11-21,2015-11-21,2015-11-21,2015-11-25,2015-11-25,2015-11-25,2015-11-25,2015-11-26,2015-11-26,2015-11-26,2015-11-26,2015-11-27,2015-11-27,2015-11-27,2015-11-27,2015-11-28,2015-11-28,2015-11-28,2015-11-28
Martha Washington,52.429378531073446,48.47457627118644,59.548022598870055,58.8135593220339,38.36158192090395,-1.0,42.655367231638415,-1.0,30.05649717514124,23.389830508474574,25.536723163841806,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.70056497175142,63.84180790960452,75.70621468926555,77.40112994350284,56.49717514124294,70.62146892655366,67.79661016949152,81.92090395480227,-1.0,48.02259887005649,-1.0,-1.0,100.0,76.27118644067798,80.22598870056498,77.40112994350284,32.14689265536723,40.225988700564976,47.28813559322034,94.35028248587571,-1.0,46.327683615819204,-1.0,-1.0,-1.0,66.10169491525423,77.96610169491527,77.40112994350284,49.15254237288136,31.63841807909605,54.802259887005654,24.8587570621469,-1.0,40.67796610169491,-1.0,-1.0,80.22598870056498,72.88135593220338,88.70056497175142,88.70056497175142,43.50282485875706,48.02259887005649,57.06214689265537,88.13559322033899,29.94350282485876,45.762711864406775,50.28248587570622,-1.0,-1.0,29.378531073446332,-1.0,-1.0,49.15254237288136,42.3728813559322,52.54237288135594,54.237288135593225,38.983050847457626,70.62146892655366,37.85310734463277,-1.0,-1.0,49.15254237288136,42.3728813559322,51.41242937853108,42.3728813559322,35.59322033898305,50.28248587570622,49.71751412429379,29.378531073446332,-1.0,37.85310734463277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.72316384180791,51.41242937853108,66.10169491525423,36.21468926553673,44.06779661016949,51.41242937853108,54.237288135593225,31.186440677966097,31.63841807909605,41.24293785310734,-1.0,-1.0,-1.0,-1.0,-1.0,28.19209039548023,42.3728813559322,38.983050847457626,45.197740112994346,-1.0,37.28813559322034,41.24293785310734,-1.0,-1.0,31.63841807909605,-1.0,-1.0,30.50847457627119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.016949152542374,22.655367231638422,-1.0,29.6045197740113,0.0,0.8474576271186436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.51977401129944,37.85310734463277,-1.0,-1.0,-1.0,41.24293785310734,61.016949152542374,36.21468926553673,29.378531073446332,41.41242937853108,44.576271186440685
McCarren Hotel & Pool,-1.0,-1.0,52.344860255802935,-1.0,36.428233064898144,42.58645191852202,39.36522974893415,-1.0,36.759829464708666,96.16295594504973,-1.0,-1.0,23.685457129322593,22.785409758408328,26.764566556134533,24.585504500236844,25.580293699668395,19.611558503079102,17.38512553292278,20.98531501657981,13.832306963524395,13.311226906679302,17.38512553292278,-1.0,-1.0,52.06063477025106,72.95120795831357,50.686878256750354,56.087162482235904,39.88630980577924,45.28659403126479,-1.0,-1.0,47.607768829938415,47.37091425864518,51.1605873993368,100.0,60.58739933680719,72.38275698720986,59.68735196589294,56.087162482235904,88.48886783514922,52.06063477025106,95.49976314542872,83.79914732354334,44.38654666035054,71.90904784462339,76.03031738512553,29.085741354808142,45.28659403126479,45.28659403126479,-1.0,50.686878256750354,37.65987683562292,-1.0,-1.0,32.21222169587873,51.1605873993368,-1.0,-1.0,63.950734249171,71.86167693036475,44.38654666035054,52.01326385599241,60.58739933680719,62.86120322122216,-1.0,57.6504026527712,-1.0,-1.0,47.98673614400757,50.2131691141639,-1.0,-1.0,-1.0,-1.0,48.41307437233538,76.26717195641876,66.93510184746566,47.98673614400757,48.41307437233538,-1.0,42.160113690194216,48.88678351492184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.048792041686404,25.343439128375174,29.22785409758408,25.011842728564652,27.285646612979626,-1.0,18.474656560871615,25.011842728564652,-1.0,32.449076267171954,25.011842728564652,-1.0,35.52818569398389,32.449076267171954,-1.0,23.638086215063943,-1.0,-1.0,26.527711984841297,-1.0,-1.0,24.77498815727143,30.743723353860723,38.98626243486499,45.239223117006155,18.522027475130265,26.243486499289425,20.227380388441496,41.78114637612506,-1.0,25.911890099478917,-1.0,14.306016106110839,-1.0,-1.0,27.617243012790148,-1.0,-1.0,-1.0,-1.0,-1.0,19.04310753197536,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.216011369019419,12.553292278540972,22.832780672666978,-1.0,-1.0,10.184746565608712,-1.0,18.995736617716723,11.984841307437229,20.558976788252004,25.011842728564652,13.358597820937938,11.084793936522978,13.548081477972524,15.869256276646134,0.3315963998105147,-1.0,-1.0,-1.0
Millenium Hilton,17.692307692307693,23.07692307692308,23.07692307692308,43.07692307692308,33.84615384615384,23.07692307692308,6.153846153846146,10.0,-1.0,15.384615384615387,9.230769230769226,28.461538461538453,16.92307692307692,6.153846153846146,9.230769230769226,33.84615384615384,33.84615384615384,9.230769230769226,6.153846153846146,-1.0,30.76923076923076,4.615384615384613,-1.0,-1.0,-1.0,66.15384615384616,71.53846153846155,47.69230769230769,66.15384615384616,-1.0,46.153846153846146,-1.0,74.61538461538461,66.15384615384616,72.30769230769232,-1.0,-1.0,-1.0,87.69230769230768,93.84615384615384,-1.0,-1.0,-1.0,36.92307692307692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.46153846153845,78.46153846153845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.53846153846155,71.53846153846155,80.76923076923077,69.23076923076923,69.23076923076923,56.15384615384616,73.07692307692307,91.53846153846155,78.46153846153845,69.23076923076923,57.69230769230768,53.84615384615384,-1.0,69.23076923076923,-1.0,-1.0,-1.0,86.92307692307693,61.53846153846155,61.53846153846155,93.84615384615384,57.69230769230768,57.69230769230768,-1.0,-1.0,-1.0,46.92307692307692,68.46153846153845,-1.0,31.538461538461533,45.38461538461539,61.53846153846155,69.23076923076923,33.07692307692308,30.76923076923076,30.0,29.230769230769226,65.38461538461539,61.53846153846155,53.076923076923066,53.84615384615384,-1.0,53.076923076923066,69.23076923076923,100.0,32.30769230769231,46.153846153846146,48.46153846153845,-1.0,20.76923076923076,0.0,11.538461538461533,20.76923076923076,63.84615384615384,50.769230769230774,42.30769230769231,17.692307692307693,69.23076923076923,-1.0,43.07692307692308,-1.0,-1.0,43.07692307692308,50.0,61.53846153846155,11.538461538461533,30.76923076923076,53.076923076923066,69.23076923076923,-1.0,50.0,16.92307692307692,-1.0,63.84615384615384,50.769230769230774,41.53846153846153,65.38461538461539,-1.0,-1.0,26.153846153846146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.153846153846146,2.3076923076923066,-1.0,23.84615384615384,17.692307692307693,-1.0,-1.0,20.0,-1.0,-1.0,26.92307692307692,-1.0,-1.0,-1.0
NOMO SOHO,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.641975308641989,-1.0,23.551756885090214,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3124406457739894,4.083570750237428,0.0,85.37511870845205,92.59259259259261,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.62678062678063,91.45299145299145,98.2905982905983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.2184235517569,96.5811965811966,-1.0,65.62203228869896,71.98480531813865,78.15764482431149,-1.0,-1.0,-1.0,-1.0,65.62203228869896,-1.0,-1.0,-1.0,-1.0,79.01234567901236,85.94491927825263,92.49762583095918,-1.0,-1.0,86.41975308641977,79.58214624881293,74.64387464387465,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98.57549857549859,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.15764482431149,52.991452991453,51.37701804368473,-1.0,80.72174738841406,58.59449192782526,65.4320987654321,78.15764482431149,70.84520417853753,85.47008547008548,-1.0,88.88888888888891,93.54226020892688,82.43114909781579,-1.0,75.21367521367523,62.77302943969613,64.95726495726498,-1.0,51.75688509021845,57.075023741690416,59.92402659069327,-1.0,-1.0,-1.0,-1.0,49.572649572649595,-1.0,40.83570750237419,-1.0,-1.0,11.490978157644832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.194681861348528,-1.0,-1.0,50.80721747388415,43.20987654320987
New York Hilton Midtown,-1.0,-1.0,46.280991735537185,47.10743801652892,-1.0,-1.0,35.53719008264463,-1.0,-1.0,28.925619834710744,48.34710743801652,32.231404958677686,-1.0,34.710743801652896,31.404958677685954,-1.0,36.36363636363636,29.752066115702476,-1.0,-1.0,29.752066115702476,29.752066115702476,-1.0,36.36363636363636,-1.0,-1.0,95.04132231404958,-1.0,-1.0,47.93388429752066,-1.0,-1.0,97.52066115702479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.95041322314049,85.95041322314049,76.03305785123968,-1.0,-1.0,-1.0,86.77685950413223,-1.0,-1.0,100.0,55.37190082644628,-1.0,59.50413223140495,-1.0,52.89256198347107,-1.0,-1.0,-1.0,95.04132231404958,95.04132231404958,-1.0,57.85123966942149,63.636363636363626,69.42148760330579,-1.0,52.89256198347107,44.62809917355372,-1.0,-1.0,-1.0,75.20661157024793,-1.0,72.72727272727272,72.72727272727272,75.20661157024793,73.55371900826447,-1.0,-1.0,-1.0,71.900826446281,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.62809917355372,42.97520661157024,-1.0,61.98347107438016,-1.0,-1.0,-1.0,-1.0,76.03305785123968,55.37190082644628,-1.0,-1.0,41.32231404958678,38.18181818181817,-1.0,37.19008264462809,32.231404958677686,-1.0,25.619834710743802,40.66115702479338,26.446280991735534,23.966942148760324,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.801652892561975,-1.0,-1.0,41.32231404958678,44.62809917355372,-1.0,-1.0,-1.0,52.06611570247934,27.272727272727266,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.46280991735537,82.64462809917356,48.760330578512395,33.88429752066115,20.661157024793383,6.611570247933884,2.47933884297521,4.958677685950406,9.090909090909093,47.10743801652892,0.0,52.06611570247934,66.94214876033058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
New York Marriott Downtown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.15384615384616,24.358974358974365,-1.0,-1.0,30.12820512820511,-1.0,81.53846153846152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.84615384615384,-1.0,-1.0,78.84615384615384,-1.0,-1.0,87.82051282051282,-1.0,-1.0,-1.0,99.99999999999997,-1.0,73.07692307692307,-1.0,-1.0,73.7179487179487,69.23076923076923,64.10256410256409,-1.0,87.17948717948715,82.05128205128204,-1.0,-1.0,-1.0,-1.0,-1.0,61.794871794871796,66.9230769230769,70.76923076923075,-1.0,-1.0,68.58974358974359,64.35897435897434,59.230769230769226,-1.0,82.30769230769229,77.17948717948715,-1.0,49.487179487179475,55.0,58.58974358974359,-1.0,-1.0,40.25641025641025,36.66666666666666,32.82051282051282,-1.0,65.38461538461539,68.58974358974359,-1.0,-1.0,51.28205128205127,55.12820512820511,-1.0,45.5128205128205,48.076923076923066,44.230769230769226,39.74358974358972,70.89743589743588,59.61538461538461,55.12820512820511,-1.0,-1.0,71.15384615384613,76.9230769230769,-1.0,-1.0,50.0,53.205128205128204,-1.0,43.58974358974359,41.66666666666666,37.82051282051282,33.97435897435898,28.076923076923066,43.58974358974359,39.74358974358972,-1.0,-1.0,68.58974358974359,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.102564102564088,32.051282051282044,-1.0,-1.0,24.87179487179486,21.666666666666657,17.820512820512818,-1.0,-1.0,38.076923076923066,-1.0,-1.0,13.461538461538453,17.307692307692292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.487179487179475,0.6410256410256352,-1.0,-1.0,45.12820512820511,-1.0,-1.0,-1.0,-1.0,-1.0
New York Marriott East Side,-1.0,17.045454545454533,-1.0,-1.0,-1.0,19.318181818181813,-1.0,-1.0,9.090909090909093,18.181818181818187,-1.0,-1.0,0.0,6.818181818181813,-1.0,-1.0,-1.0,19.318181818181813,-1.0,4.772727272727252,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.68181818181819,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,70.45454545454544,-1.0,-1.0,95.45454545454544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.681818181818187,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.04545454545453,-1.0,-1.0,-1.0,63.636363636363626,-1.0,-1.0,-1.0,59.09090909090909,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.68181818181816,-1.0,-1.0,-1.0,51.136363636363626,-1.0,-1.0,-1.0,67.04545454545453,-1.0,-1.0,54.54545454545453,67.04545454545453,69.31818181818181,-1.0,-1.0,88.63636363636363,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.31818181818181,62.5,-1.0,28.409090909090907,39.77272727272725,-1.0,-1.0,-1.0,32.95454545454544,37.5,29.545454545454533,-1.0,67.04545454545453,59.09090909090909,-1.0,-1.0,88.63636363636363,-1.0,-1.0,-1.0,-1.0,79.54545454545453,-1.0,-1.0,50.0,-1.0,-1.0,-1.0,25.0,-1.0,-1.0,-1.0,50.0,52.613636363636346,-1.0,15.454545454545439,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
New York Marriott at the Brooklyn Bridge,11.553175210405513,-1.0,9.257842387146141,-1.0,-1.0,3.519510328997711,8.722264728385625,9.33435348125478,-1.0,-1.0,17.444529456771235,-1.0,-1.0,-1.0,7.192042846212701,-1.0,-1.0,-1.0,13.5424636572303,-1.0,-1.0,-1.0,-1.0,-1.0,41.851568477429225,49.50267788829382,36.495791889824034,-1.0,-1.0,31.905126243305276,31.905126243305276,36.495791889824034,-1.0,-1.0,49.50267788829382,-1.0,-1.0,-1.0,65.57000765110942,-1.0,-1.0,54.09334353481256,71.69089517980106,-1.0,-1.0,86.22800306044377,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.99311400153022,84.69778117827084,93.87911247130833,-1.0,83.9326702371844,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,94.64422341239481,-1.0,-1.0,81.63733741392502,90.05355776587604,91.58377964804896,-1.0,97.70466717674063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.27467482785005,60.97934200459068,-1.0,-1.0,42.61667941851567,-1.0,-1.0,36.495791889824034,-1.0,38.791124713083406,-1.0,-1.0,28.844682478959456,26.931905126243308,23.641928079571542,-1.0,37.26090283091048,25.478194338179037,-1.0,-1.0,-1.0,-1.0,-1.0,17.52104055087989,-1.0,43.38179035960215,-1.0,-1.0,25.01912777352716,22.723794950267788,12.394797245600614,-1.0,22.723794950267788,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6013771996939568,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.6013771996939568,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.31446059678653,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Newark Liberty International Airport Marriott,11.59420289855072,22.753623188405797,38.69565217391305,-1.0,-1.0,52.31884057971014,18.985507246376812,11.59420289855072,5.507246376811594,17.53623188405797,35.652173913043484,-1.0,0.0,10.144927536231876,20.289855072463766,-1.0,-1.0,46.37681159420289,10.144927536231876,0.0,-1.0,55.07246376811595,-1.0,-1.0,2.173913043478251,12.318840579710141,22.46376811594203,-1.0,-1.0,65.21739130434783,17.53623188405797,8.985507246376812,84.05797101449276,68.11594202898551,-1.0,-1.0,27.826086956521735,42.60869565217392,52.46376811594202,-1.0,-1.0,64.34782608695652,36.37681159420289,21.59420289855072,78.26086956521739,68.11594202898551,60.8695652173913,-1.0,16.666666666666657,28.985507246376798,42.46376811594202,-1.0,-1.0,57.68115942028986,26.521739130434767,16.666666666666657,85.50724637681161,69.56521739130436,-1.0,-1.0,30.14492753623189,38.69565217391305,51.01449275362317,-1.0,12.898550724637673,21.449275362318843,36.231884057971016,-1.0,-1.0,59.999999999999986,20.144927536231876,14.05797101449275,100.00000000000001,92.7536231884058,-1.0,-1.0,16.666666666666657,26.521739130434767,41.30434782608695,-1.0,-1.0,50.43478260869564,17.826086956521735,11.73913043478261,-1.0,25.362318840579704,35.21739130434783,51.15942028985508,10.579710144927532,20.434782608695656,36.37681159420289,-1.0,-1.0,47.826086956521735,15.507246376811594,10.579710144927532,84.05797101449276,68.11594202898551,-1.0,-1.0,-1.0,21.59420289855072,31.44927536231883,46.231884057971016,11.73913043478261,21.59420289855072,36.37681159420289,-1.0,-1.0,48.9855072463768,16.666666666666657,11.73913043478261,86.95652173913042,69.56521739130436,-1.0,-1.0,85.50724637681161,75.3623188405797,-1.0,-1.0,-1.0,28.840579710144922,38.69565217391305,53.478260869565204,17.826086956521735,27.68115942028986,42.46376811594202,-1.0,-1.0,51.884057971014485,22.753623188405797,15.362318840579704,84.05797101449276,65.21739130434783,-1.0,-1.0,16.666666666666657,33.91304347826086,49.85507246376811,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.26086956521739,55.21739130434783,22.608695652173907,10.289855072463766,76.81159420289855,59.420289855072454,-1.0,-1.0,75.3623188405797,66.66666666666667,-1.0,-1.0
Omni Berkshire Place,17.28525980911982,12.937433722163306,17.497348886532336,22.163308589607638,13.467656415694591,15.005302226935314,22.799575821845167,26.882290562036047,5.885471898197238,6.309650053022267,13.096500530222684,17.70943796394485,0.0,3.0222693531283085,15.27041357370095,13.520678685047713,8.377518557794275,5.143160127253445,3.0222693531283085,0.05302226935312859,8.377518557794275,6.415694591728524,10.604453870625662,47.87910922587487,-1.0,71.95121951219511,91.51643690349948,100.0,59.54400848356309,52.22693531283139,47.5609756097561,51.80275715800636,60.8695652173913,56.46871686108166,52.12089077412513,-1.0,-1.0,73.48886532343585,78.79109225874868,80.06362672322376,-1.0,-1.0,-1.0,-1.0,51.855779427359494,43.90243902439025,39.07741251325557,62.460233297985155,78.26086956521738,-1.0,-1.0,-1.0,-1.0,-1.0,43.319194061505826,39.07741251325557,51.80275715800636,47.5609756097561,45.01590668080594,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.15906680805938,52.27995758218452,48.03817603393425,-1.0,41.145281018027575,-1.0,-1.0,-1.0,55.46129374337221,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.05514316012726,33.08589607635207,34.88865323435843,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.85683987274655,-1.0,32.66171792152704,34.78260869565217,55.991516436903495,34.78260869565217,42.73594909862142,36.9034994697773,59.1728525980912,50.15906680805938,44.32661717921526,40.084835630965,70.30752916224814,50.15906680805938,49.09862142099682,-1.0,77.7306468716861,-1.0,50.15906680805938,60.76352067868504,46.447507953340406,41.145281018027575,50.15906680805938,58.112407211028625,-1.0,57.05196182396607,-1.0,-1.0,52.810180275715794,45.387062566277834,-1.0,39.55461293743372,-1.0,-1.0,-1.0,25.768822905620354,-1.0,15.959703075291614,15.164369034994692,9.862142099681861,-1.0,19.30010604453871,4.878048780487802,-1.0,-1.0,4.453870625662773,4.878048780487802,31.336161187698835,54.93107104984094,46.55355249204666,55.88547189819724,52.75715800636267,84.62354188759278,-1.0,-1.0,66.59597030752916
Park Hyatt New York,0.0,9.387755102040813,9.387755102040813,18.48979591836735,18.48979591836735,2.040816326530603,1.2244897959183447,0.0,28.571428571428555,-1.0,9.387755102040813,18.48979591836735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.81632653061223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.46938775510202,-1.0,-1.0,-1.0,-1.0,-1.0,71.42857142857142,59.18367346938774,-1.0,-1.0,71.42857142857142,-1.0,99.99999999999997,61.224489795918345,63.265306122448976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.36734693877548,64.20408163265304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.95918367346937,43.79591836734693,-1.0,40.12244897959184,41.95918367346937,43.79591836734693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.36734693877548,64.20408163265304,66.0408163265306,60.53061224489795,62.36734693877548,64.20408163265304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.061224489795904,-1.0,-1.0,-1.0,64.20408163265304,66.0408163265306,-1.0,62.36734693877548,64.20408163265304,66.0408163265306,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.36734693877548,64.20408163265304,60.53061224489795,16.244897959183675,14.408163265306115,47.67346938775509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Quality Inn Convention Center,64.33121019108279,67.3036093418259,32.05944798301486,64.33121019108279,-1.0,-1.0,66.4543524416136,66.4543524416136,26.220806794055193,28.874734607218684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.335456475583854,14.118895966029726,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.31634819532908,78.23779193205945,74.52229299363057,-1.0,-1.0,-1.0,-1.0,47.66454352441613,-1.0,-1.0,73.46072186836517,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.6411889596603,75.15923566878982,-1.0,65.18046709129513,76.00849256900213,84.2887473460722,70.06369426751593,65.07430997876858,76.00849256900213,71.44373673036094,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.65180467091295,43.736730360934175,33.65180467091295,19.42675159235668,-1.0,-1.0,-1.0,-1.0,-1.0,30.254777070063696,30.254777070063696,30.254777070063696,21.76220806794055,30.254777070063696,30.254777070063696,18.471337579617824,48.08917197452229,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.81104033970276,64.11889596602973,-1.0,48.61995753715499,-1.0,-1.0,-1.0
