,features,label
40976,"[3.0,735836.0,735863.0,27.0,245.0]",3.0
40977,"[0.0,735881.0,735906.0,25.0,44.0]",2.0
40978,"[3.0,735850.0,735870.0,20.0,24.0]",1.0
40979,"[5.0,735861.0,735890.0,29.0,41.0]",0.0
40980,"[1.0,735900.0,735907.0,7.0,14.0]",2.0
40981,"[2.0,735837.0,735845.0,8.0,75.0]",3.0
40982,"[2.0,735891.0,735894.0,3.0,116.0]",1.0
40983,"[4.0,735907.0,735923.0,16.0,132.0]",0.0
40984,"[3.0,735914.0,735926.0,12.0,14.0]",2.0
40985,"[2.0,735824.0,735852.0,28.0,8.0]",2.0
40986,"[6.0,735911.0,735931.0,20.0,62.0]",0.0
40987,"[4.0,735890.0,735909.0,19.0,22.0]",1.0
40988,"[2.0,735803.0,735810.0,7.0,119.0]",2.0
40989,"[3.0,735819.0,735835.0,16.0,125.0]",2.0
40990,"[1.0,735801.0,735809.0,8.0,2.0]",3.0
40991,"[2.0,735889.0,735922.0,33.0,14.0]",2.0
40992,"[1.0,735943.0,735949.0,6.0,5.0]",0.0
40993,"[1.0,735825.0,735830.0,5.0,20.0]",1.0
40994,"[3.0,735848.0,735856.0,8.0,53.0]",3.0
40995,"[0.0,735910.0,735934.0,24.0,22.0]",1.0
40996,"[0.0,735943.0,735955.0,12.0,123.0]",3.0
40997,"[1.0,735847.0,735872.0,25.0,4.0]",0.0
40998,"[2.0,735841.0,735873.0,32.0,136.0]",1.0
40999,"[4.0,735964.0,735993.0,29.0,50.0]",3.0
41000,"[1.0,735877.0,735900.0,23.0,56.0]",2.0
41001,"[3.0,735836.0,735849.0,13.0,36.0]",1.0
41002,"[3.0,735808.0,735821.0,13.0,99.0]",2.0
41003,"[1.0,735874.0,735879.0,5.0,0.0]",3.0
41004,"[3.0,735856.0,735870.0,14.0,51.0]",0.0
41005,"[1.0,735911.0,735914.0,3.0,80.0]",1.0
41006,"[1.0,735931.0,735949.0,18.0,36.0]",2.0
41007,"[6.0,735859.0,735882.0,23.0,10.0]",3.0
41008,"[6.0,735905.0,735931.0,26.0,66.0]",1.0
41009,"[5.0,735833.0,735848.0,15.0,31.0]",3.0
41010,"[1.0,735945.0,735949.0,4.0,11.0]",3.0
41011,"[5.0,735896.0,735897.0,1.0,30.0]",3.0
41012,"[2.0,735884.0,735908.0,24.0,243.0]",0.0
41013,"[0.0,735828.0,735829.0,1.0,12.0]",3.0
41014,"[6.0,735877.0,735896.0,19.0,37.0]",0.0
41015,"[6.0,735950.0,735966.0,16.0,66.0]",2.0
41016,"[6.0,735900.0,735917.0,17.0,75.0]",1.0
41017,"[0.0,735850.0,735864.0,14.0,66.0]",3.0
41018,"[5.0,735881.0,735897.0,16.0,9.0]",1.0
41019,"[6.0,735903.0,735924.0,21.0,14.0]",1.0
41020,"[4.0,735850.0,735881.0,31.0,1.0]",1.0
41021,"[5.0,735921.0,735953.0,32.0,9.0]",1.0
41022,"[0.0,735909.0,735920.0,11.0,0.0]",0.0
41023,"[1.0,735880.0,735907.0,27.0,94.0]",3.0
41024,"[1.0,735910.0,735921.0,11.0,51.0]",3.0
41025,"[2.0,735904.0,735908.0,4.0,84.0]",2.0
41026,"[6.0,735818.0,735833.0,15.0,78.0]",2.0
41027,"[1.0,735908.0,735942.0,34.0,2.0]",3.0
41028,"[1.0,735812.0,735816.0,4.0,19.0]",3.0
41029,"[6.0,735903.0,735931.0,28.0,11.0]",1.0
41030,"[0.0,735804.0,735836.0,32.0,74.0]",0.0
41031,"[2.0,735837.0,735838.0,1.0,287.0]",3.0
41032,"[0.0,735885.0,735892.0,7.0,51.0]",1.0
41033,"[3.0,735955.0,735982.0,27.0,129.0]",1.0
41034,"[2.0,735836.0,735838.0,2.0,306.0]",3.0
41035,"[5.0,735882.0,735911.0,29.0,42.0]",2.0
41036,"[5.0,735904.0,735925.0,21.0,107.0]",3.0
41037,"[3.0,735883.0,735898.0,15.0,231.0]",1.0
41038,"[0.0,735821.0,735836.0,15.0,7.0]",1.0
41039,"[1.0,735875.0,735907.0,32.0,5.0]",1.0
41040,"[3.0,735852.0,735863.0,11.0,7.0]",1.0
41041,"[6.0,735801.0,735833.0,32.0,47.0]",0.0
41042,"[1.0,735802.0,735823.0,21.0,59.0]",2.0
41043,"[2.0,735867.0,735880.0,13.0,32.0]",1.0
41044,"[5.0,735858.0,735883.0,25.0,9.0]",3.0
41045,"[4.0,735957.0,735979.0,22.0,33.0]",0.0
41046,"[1.0,735958.0,735970.0,12.0,0.0]",3.0
41047,"[4.0,735798.0,735825.0,27.0,159.0]",0.0
41048,"[3.0,735842.0,735863.0,21.0,79.0]",1.0
41049,"[3.0,735951.0,735975.0,24.0,55.0]",1.0
41050,"[0.0,735955.0,735969.0,14.0,15.0]",1.0
41051,"[2.0,735931.0,735957.0,26.0,152.0]",0.0
41052,"[4.0,735837.0,735860.0,23.0,51.0]",1.0
41053,"[4.0,735889.0,735909.0,20.0,37.0]",3.0
41054,"[2.0,735884.0,735887.0,3.0,4.0]",2.0
41055,"[0.0,735872.0,735899.0,27.0,14.0]",1.0
41056,"[2.0,735821.0,735845.0,24.0,40.0]",3.0
41057,"[0.0,735897.0,735913.0,16.0,13.0]",0.0
41058,"[3.0,735829.0,735863.0,34.0,3.0]",2.0
41059,"[3.0,735903.0,735905.0,2.0,23.0]",3.0
41060,"[1.0,735920.0,735928.0,8.0,255.0]",1.0
41061,"[6.0,735928.0,735931.0,3.0,17.0]",1.0
41062,"[0.0,735804.0,735815.0,11.0,63.0]",0.0
41063,"[5.0,735804.0,735806.0,2.0,244.0]",2.0
41064,"[6.0,735818.0,735840.0,22.0,12.0]",0.0
41065,"[1.0,735870.0,735893.0,23.0,38.0]",0.0
41066,"[6.0,735865.0,735896.0,31.0,21.0]",2.0
41067,"[2.0,735924.0,735943.0,19.0,12.0]",1.0
41068,"[2.0,735925.0,735943.0,18.0,17.0]",2.0
41069,"[1.0,735867.0,735872.0,5.0,46.0]",0.0
41070,"[3.0,735929.0,735954.0,25.0,71.0]",1.0
41071,"[4.0,735812.0,735846.0,34.0,99.0]",2.0
41072,"[3.0,735894.0,735919.0,25.0,25.0]",2.0
41073,"[1.0,735827.0,735830.0,3.0,84.0]",1.0
41074,"[1.0,735841.0,735851.0,10.0,32.0]",2.0
41075,"[1.0,735867.0,735893.0,26.0,14.0]",2.0
41076,"[1.0,735857.0,735886.0,29.0,11.0]",2.0
41077,"[4.0,735817.0,735846.0,29.0,172.0]",2.0
41078,"[1.0,735897.0,735928.0,31.0,12.0]",2.0
41079,"[3.0,735950.0,735975.0,25.0,33.0]",2.0
41080,"[2.0,735884.0,735915.0,31.0,120.0]",1.0
41081,"[4.0,735850.0,735867.0,17.0,25.0]",1.0
41082,"[5.0,735842.0,735869.0,27.0,32.0]",3.0
41083,"[2.0,735893.0,735894.0,1.0,388.0]",2.0
41084,"[2.0,735848.0,735859.0,11.0,51.0]",1.0
41085,"[5.0,735801.0,735806.0,5.0,18.0]",1.0
41086,"[2.0,735914.0,735922.0,8.0,3.0]",1.0
41087,"[0.0,735885.0,735906.0,21.0,12.0]",0.0
41088,"[4.0,735876.0,735902.0,26.0,52.0]",3.0
41089,"[5.0,735866.0,735890.0,24.0,7.0]",2.0
41090,"[2.0,735882.0,735908.0,26.0,70.0]",2.0
41091,"[3.0,735826.0,735856.0,30.0,131.0]",0.0
41092,"[2.0,735846.0,735873.0,27.0,76.0]",1.0
41093,"[0.0,735821.0,735850.0,29.0,56.0]",0.0
41094,"[6.0,735887.0,735896.0,9.0,53.0]",0.0
41095,"[3.0,735850.0,735884.0,34.0,10.0]",3.0
41096,"[5.0,735901.0,735925.0,24.0,6.0]",1.0
41097,"[6.0,735835.0,735861.0,26.0,16.0]",1.0
41098,"[4.0,735809.0,735811.0,2.0,245.0]",0.0
41099,"[0.0,735849.0,735857.0,8.0,9.0]",1.0
41100,"[1.0,735881.0,735900.0,19.0,45.0]",1.0
41101,"[0.0,735918.0,735941.0,23.0,22.0]",1.0
41102,"[3.0,735924.0,735933.0,9.0,2.0]",1.0
41103,"[2.0,735823.0,735838.0,15.0,3.0]",1.0
41104,"[5.0,735907.0,735932.0,25.0,0.0]",3.0
41105,"[2.0,735928.0,735950.0,22.0,88.0]",1.0
41106,"[3.0,735809.0,735828.0,19.0,22.0]",2.0
41107,"[0.0,735907.0,735941.0,34.0,21.0]",1.0
41108,"[2.0,735899.0,735908.0,9.0,40.0]",0.0
41109,"[2.0,735806.0,735831.0,25.0,10.0]",3.0
41110,"[4.0,735928.0,735944.0,16.0,86.0]",1.0
41111,"[0.0,735964.0,735983.0,19.0,0.0]",3.0
41112,"[2.0,735816.0,735838.0,22.0,60.0]",2.0
41113,"[0.0,735924.0,735934.0,10.0,0.0]",0.0
41114,"[4.0,735892.0,735916.0,24.0,24.0]",1.0
41115,"[4.0,735819.0,735832.0,13.0,5.0]",0.0
41116,"[1.0,735960.0,735977.0,17.0,41.0]",2.0
41117,"[2.0,735797.0,735831.0,34.0,42.0]",1.0
41118,"[1.0,735807.0,735837.0,30.0,13.0]",1.0
41119,"[3.0,735955.0,735968.0,13.0,140.0]",2.0
41120,"[5.0,735881.0,735911.0,30.0,74.0]",2.0
41121,"[2.0,735890.0,735901.0,11.0,40.0]",0.0
41122,"[3.0,735886.0,735905.0,19.0,211.0]",1.0
41123,"[6.0,735887.0,735910.0,23.0,17.0]",0.0
41124,"[2.0,735943.0,735957.0,14.0,270.0]",2.0
41125,"[6.0,735878.0,735896.0,18.0,19.0]",1.0
41126,"[4.0,735928.0,735937.0,9.0,32.0]",0.0
41127,"[6.0,735871.0,735903.0,32.0,47.0]",0.0
41128,"[0.0,735943.0,735969.0,26.0,120.0]",1.0
41129,"[1.0,735900.0,735928.0,28.0,105.0]",2.0
41130,"[2.0,735883.0,735915.0,32.0,22.0]",2.0
41131,"[5.0,735855.0,735876.0,21.0,293.0]",1.0
41132,"[5.0,735820.0,735827.0,7.0,39.0]",0.0
41133,"[2.0,735911.0,735929.0,18.0,20.0]",2.0
41134,"[6.0,735877.0,735903.0,26.0,362.0]",3.0
41135,"[2.0,735947.0,735950.0,3.0,84.0]",0.0
41136,"[3.0,735931.0,735947.0,16.0,0.0]",1.0
41137,"[3.0,735818.0,735835.0,17.0,16.0]",1.0
41138,"[0.0,735856.0,735871.0,15.0,44.0]",3.0
41139,"[4.0,735925.0,735944.0,19.0,25.0]",1.0
41140,"[1.0,735903.0,735921.0,18.0,26.0]",3.0
41141,"[2.0,735813.0,735824.0,11.0,18.0]",1.0
41142,"[0.0,735896.0,735899.0,3.0,30.0]",0.0
41143,"[5.0,735954.0,735960.0,6.0,263.0]",2.0
41144,"[0.0,735877.0,735906.0,29.0,64.0]",0.0
41145,"[5.0,735892.0,735925.0,33.0,143.0]",0.0
41146,"[0.0,735805.0,735815.0,10.0,32.0]",2.0
41147,"[3.0,735826.0,735856.0,30.0,47.0]",3.0
41148,"[1.0,735854.0,735886.0,32.0,7.0]",0.0
41149,"[0.0,735856.0,735878.0,22.0,69.0]",2.0
41150,"[2.0,735918.0,735936.0,18.0,38.0]",1.0
41151,"[1.0,735911.0,735942.0,31.0,7.0]",2.0
41152,"[3.0,735812.0,735821.0,9.0,19.0]",1.0
41153,"[5.0,735952.0,735981.0,29.0,32.0]",1.0
41154,"[1.0,735901.0,735928.0,27.0,122.0]",2.0
41155,"[4.0,735800.0,735825.0,25.0,16.0]",2.0
41156,"[0.0,735920.0,735941.0,21.0,11.0]",1.0
41157,"[0.0,735866.0,735899.0,33.0,29.0]",0.0
41158,"[1.0,735802.0,735830.0,28.0,282.0]",1.0
41159,"[5.0,735945.0,735974.0,29.0,0.0]",3.0
41160,"[1.0,735842.0,735844.0,2.0,34.0]",1.0
41161,"[1.0,735877.0,735893.0,16.0,1.0]",2.0
41162,"[1.0,735856.0,735872.0,16.0,1.0]",1.0
41163,"[5.0,735879.0,735883.0,4.0,3.0]",2.0
41164,"[5.0,735814.0,735841.0,27.0,52.0]",2.0
41165,"[2.0,735820.0,735831.0,11.0,45.0]",0.0
41166,"[0.0,735843.0,735857.0,14.0,64.0]",2.0
41167,"[5.0,735923.0,735932.0,9.0,28.0]",1.0
41168,"[3.0,735949.0,735975.0,26.0,114.0]",3.0
41169,"[0.0,735797.0,735822.0,25.0,51.0]",2.0
41170,"[3.0,735886.0,735891.0,5.0,23.0]",1.0
41171,"[1.0,735883.0,735886.0,3.0,29.0]",1.0
41172,"[4.0,735803.0,735832.0,29.0,149.0]",0.0
41173,"[6.0,735812.0,735826.0,14.0,13.0]",3.0
41174,"[3.0,735846.0,735870.0,24.0,70.0]",2.0
41175,"[3.0,735872.0,735884.0,12.0,25.0]",2.0
41176,"[2.0,735873.0,735901.0,28.0,5.0]",1.0
41177,"[2.0,735834.0,735859.0,25.0,19.0]",1.0
41178,"[6.0,735904.0,735910.0,6.0,34.0]",2.0
41179,"[5.0,735925.0,735939.0,14.0,36.0]",2.0
41180,"[0.0,735961.0,735983.0,22.0,120.0]",1.0
41181,"[6.0,735963.0,735994.0,31.0,38.0]",0.0
41182,"[2.0,735931.0,735957.0,26.0,294.0]",2.0
41183,"[6.0,735947.0,735959.0,12.0,131.0]",2.0
41184,"[5.0,735843.0,735855.0,12.0,17.0]",2.0
41185,"[4.0,735840.0,735860.0,20.0,11.0]",1.0
41186,"[4.0,735799.0,735804.0,5.0,201.0]",0.0
41187,"[4.0,735946.0,735965.0,19.0,17.0]",2.0
41188,"[4.0,735820.0,735832.0,12.0,134.0]",2.0
41189,"[2.0,735930.0,735950.0,20.0,86.0]",2.0
41190,"[1.0,735815.0,735844.0,29.0,18.0]",3.0
41191,"[5.0,735879.0,735890.0,11.0,7.0]",1.0
41192,"[6.0,735821.0,735847.0,26.0,125.0]",1.0
41193,"[2.0,735901.0,735908.0,7.0,158.0]",1.0
41194,"[0.0,735957.0,735976.0,19.0,15.0]",1.0
41195,"[0.0,735859.0,735864.0,5.0,29.0]",3.0
41196,"[4.0,735871.0,735895.0,24.0,50.0]",0.0
41197,"[4.0,735833.0,735839.0,6.0,136.0]",0.0
41198,"[3.0,735879.0,735912.0,33.0,10.0]",0.0
41199,"[4.0,735817.0,735818.0,1.0,186.0]",1.0
41200,"[5.0,735901.0,735911.0,10.0,4.0]",1.0
41201,"[1.0,735829.0,735830.0,1.0,31.0]",2.0
41202,"[1.0,735894.0,735914.0,20.0,49.0]",1.0
41203,"[0.0,735864.0,735885.0,21.0,56.0]",1.0
41204,"[3.0,735911.0,735919.0,8.0,335.0]",2.0
41205,"[5.0,735805.0,735827.0,22.0,3.0]",2.0
41206,"[2.0,735955.0,735957.0,2.0,97.0]",1.0
41207,"[1.0,735870.0,735893.0,23.0,53.0]",1.0
41208,"[1.0,735830.0,735858.0,28.0,19.0]",3.0
41209,"[0.0,735917.0,735927.0,10.0,40.0]",2.0
41210,"[4.0,735804.0,735811.0,7.0,137.0]",1.0
41211,"[2.0,735888.0,735915.0,27.0,14.0]",2.0
41212,"[0.0,735825.0,735843.0,18.0,40.0]",0.0
41213,"[6.0,735809.0,735833.0,24.0,70.0]",2.0
41214,"[2.0,735806.0,735817.0,11.0,40.0]",1.0
41215,"[4.0,735895.0,735909.0,14.0,35.0]",0.0
41216,"[5.0,735898.0,735932.0,34.0,59.0]",2.0
41217,"[4.0,735807.0,735839.0,32.0,154.0]",1.0
41218,"[5.0,735945.0,735946.0,1.0,60.0]",2.0
41219,"[1.0,735962.0,735963.0,1.0,349.0]",0.0
41220,"[6.0,735835.0,735840.0,5.0,72.0]",3.0
41221,"[0.0,735930.0,735934.0,4.0,75.0]",1.0
41222,"[2.0,735872.0,735901.0,29.0,220.0]",1.0
41223,"[1.0,735914.0,735935.0,21.0,64.0]",3.0
41224,"[4.0,735890.0,735902.0,12.0,79.0]",2.0
41225,"[3.0,735883.0,735884.0,1.0,74.0]",1.0
41226,"[0.0,735872.0,735885.0,13.0,540.0]",1.0
41227,"[4.0,735823.0,735846.0,23.0,43.0]",0.0
41228,"[0.0,735898.0,735906.0,8.0,51.0]",3.0
41229,"[0.0,735925.0,735955.0,30.0,11.0]",2.0
41230,"[3.0,735957.0,735989.0,32.0,27.0]",3.0
41231,"[5.0,735872.0,735890.0,18.0,36.0]",2.0
41232,"[4.0,735956.0,735958.0,2.0,152.0]",3.0
41233,"[3.0,735896.0,735912.0,16.0,3.0]",1.0
41234,"[5.0,735946.0,735967.0,21.0,0.0]",2.0
41235,"[6.0,735861.0,735889.0,28.0,20.0]",3.0
41236,"[5.0,735883.0,735911.0,28.0,36.0]",2.0
41237,"[2.0,735919.0,735929.0,10.0,11.0]",2.0
41238,"[1.0,735902.0,735935.0,33.0,12.0]",2.0
41239,"[1.0,735900.0,735914.0,14.0,107.0]",0.0
41240,"[1.0,735847.0,735851.0,4.0,49.0]",1.0
41241,"[2.0,735914.0,735915.0,1.0,228.0]",0.0
41242,"[6.0,735808.0,735812.0,4.0,34.0]",0.0
41243,"[2.0,735867.0,735873.0,6.0,81.0]",3.0
41244,"[0.0,735817.0,735850.0,33.0,48.0]",2.0
41245,"[3.0,735851.0,735877.0,26.0,2.0]",1.0
41246,"[0.0,735894.0,735913.0,19.0,18.0]",1.0
41247,"[0.0,735959.0,735990.0,31.0,61.0]",1.0
41248,"[3.0,735945.0,735975.0,30.0,3.0]",1.0
41249,"[3.0,735905.0,735933.0,28.0,17.0]",1.0
41250,"[1.0,735925.0,735935.0,10.0,64.0]",2.0
41251,"[3.0,735917.0,735926.0,9.0,7.0]",2.0
41252,"[3.0,735921.0,735954.0,33.0,78.0]",0.0
41253,"[6.0,735825.0,735826.0,1.0,52.0]",2.0
41254,"[0.0,735852.0,735885.0,33.0,5.0]",3.0
41255,"[2.0,735891.0,735894.0,3.0,9.0]",1.0
41256,"[4.0,735806.0,735811.0,5.0,16.0]",1.0
41257,"[5.0,735906.0,735911.0,5.0,13.0]",0.0
41258,"[0.0,735899.0,735913.0,14.0,9.0]",3.0
41259,"[6.0,735802.0,735819.0,17.0,117.0]",0.0
41260,"[0.0,735861.0,735864.0,3.0,64.0]",2.0
41261,"[5.0,735898.0,735904.0,6.0,9.0]",3.0
41262,"[0.0,735910.0,735920.0,10.0,11.0]",3.0
41263,"[1.0,735825.0,735830.0,5.0,11.0]",2.0
41264,"[3.0,735808.0,735828.0,20.0,3.0]",1.0
41265,"[0.0,735808.0,735836.0,28.0,47.0]",3.0
41266,"[5.0,735861.0,735876.0,15.0,35.0]",3.0
41267,"[0.0,735910.0,735934.0,24.0,115.0]",3.0
41268,"[5.0,735809.0,735827.0,18.0,174.0]",2.0
41269,"[3.0,735890.0,735919.0,29.0,72.0]",2.0
41270,"[6.0,735830.0,735847.0,17.0,233.0]",3.0
41271,"[0.0,735819.0,735836.0,17.0,7.0]",1.0
41272,"[6.0,735868.0,735875.0,7.0,63.0]",0.0
41273,"[0.0,735870.0,735892.0,22.0,15.0]",0.0
41274,"[3.0,735853.0,735884.0,31.0,29.0]",1.0
41275,"[0.0,735842.0,735871.0,29.0,25.0]",2.0
41276,"[6.0,735859.0,735889.0,30.0,98.0]",1.0
41277,"[6.0,735874.0,735889.0,15.0,20.0]",1.0
41278,"[6.0,735905.0,735931.0,26.0,39.0]",1.0
41279,"[6.0,735853.0,735882.0,29.0,24.0]",3.0
41280,"[2.0,735833.0,735838.0,5.0,45.0]",2.0
41281,"[0.0,735887.0,735906.0,19.0,33.0]",3.0
41282,"[0.0,735898.0,735899.0,1.0,31.0]",1.0
41283,"[3.0,735835.0,735856.0,21.0,205.0]",0.0
41284,"[2.0,735952.0,735964.0,12.0,203.0]",0.0
41285,"[3.0,735826.0,735849.0,23.0,43.0]",2.0
41286,"[5.0,735959.0,735974.0,15.0,27.0]",2.0
41287,"[4.0,735953.0,735958.0,5.0,164.0]",1.0
41288,"[3.0,735959.0,735982.0,23.0,48.0]",2.0
41289,"[3.0,735862.0,735870.0,8.0,1.0]",2.0
41290,"[0.0,735837.0,735857.0,20.0,111.0]",2.0
41291,"[0.0,735873.0,735906.0,33.0,284.0]",2.0
41292,"[1.0,735865.0,735886.0,21.0,32.0]",2.0
41293,"[0.0,735900.0,735934.0,34.0,64.0]",0.0
41294,"[4.0,735957.0,735965.0,8.0,8.0]",3.0
41295,"[4.0,735852.0,735867.0,15.0,111.0]",1.0
41296,"[3.0,735881.0,735912.0,31.0,5.0]",3.0
41297,"[2.0,735887.0,735901.0,14.0,231.0]",2.0
41298,"[6.0,735893.0,735917.0,24.0,38.0]",0.0
41299,"[2.0,735892.0,735901.0,9.0,51.0]",1.0
41300,"[0.0,735804.0,735836.0,32.0,47.0]",3.0
41301,"[4.0,735841.0,735860.0,19.0,19.0]",1.0
41302,"[1.0,735870.0,735886.0,16.0,40.0]",2.0
41303,"[6.0,735955.0,735959.0,4.0,43.0]",0.0
41304,"[0.0,735831.0,735836.0,5.0,7.0]",0.0
41305,"[1.0,735835.0,735844.0,9.0,49.0]",1.0
41306,"[2.0,735835.0,735859.0,24.0,27.0]",2.0
41307,"[4.0,735878.0,735888.0,10.0,21.0]",3.0
41308,"[2.0,735954.0,735978.0,24.0,57.0]",1.0
41309,"[0.0,735946.0,735955.0,9.0,105.0]",2.0
41310,"[1.0,735947.0,735949.0,2.0,41.0]",2.0
41311,"[3.0,735880.0,735884.0,4.0,74.0]",1.0
41312,"[1.0,735949.0,735956.0,7.0,66.0]",1.0
41313,"[1.0,735802.0,735823.0,21.0,38.0]",0.0
41314,"[5.0,735804.0,735827.0,23.0,154.0]",2.0
41315,"[2.0,735891.0,735908.0,17.0,20.0]",1.0
41316,"[1.0,735876.0,735907.0,31.0,46.0]",0.0
41317,"[2.0,735813.0,735838.0,25.0,31.0]",0.0
41318,"[0.0,735861.0,735892.0,31.0,33.0]",1.0
41319,"[4.0,735889.0,735909.0,20.0,14.0]",2.0
41320,"[5.0,735953.0,735960.0,7.0,76.0]",1.0
41321,"[2.0,735821.0,735845.0,24.0,85.0]",2.0
41322,"[3.0,735892.0,735926.0,34.0,2.0]",3.0
41323,"[2.0,735808.0,735838.0,30.0,138.0]",1.0
41324,"[2.0,735890.0,735922.0,32.0,4.0]",2.0
41325,"[0.0,735889.0,735892.0,3.0,51.0]",3.0
41326,"[3.0,735893.0,735905.0,12.0,59.0]",1.0
41327,"[1.0,735868.0,735893.0,25.0,30.0]",0.0
41328,"[4.0,735920.0,735923.0,3.0,69.0]",0.0
41329,"[6.0,735960.0,735973.0,13.0,8.0]",3.0
41330,"[0.0,735829.0,735857.0,28.0,19.0]",0.0
41331,"[1.0,735950.0,735963.0,13.0,264.0]",0.0
41332,"[4.0,735950.0,735972.0,22.0,8.0]",3.0
41333,"[3.0,735822.0,735842.0,20.0,16.0]",3.0
41334,"[3.0,735819.0,735828.0,9.0,135.0]",1.0
41335,"[4.0,735864.0,735888.0,24.0,3.0]",2.0
41336,"[3.0,735801.0,735835.0,34.0,10.0]",3.0
41337,"[2.0,735914.0,735943.0,29.0,78.0]",3.0
41338,"[3.0,735894.0,735919.0,25.0,36.0]",2.0
41339,"[2.0,735840.0,735873.0,33.0,3.0]",3.0
41340,"[0.0,735807.0,735815.0,8.0,63.0]",3.0
41341,"[1.0,735867.0,735893.0,26.0,49.0]",1.0
41342,"[2.0,735867.0,735887.0,20.0,45.0]",1.0
41343,"[3.0,735803.0,735814.0,11.0,63.0]",1.0
41344,"[4.0,735889.0,735909.0,20.0,33.0]",0.0
41345,"[6.0,735838.0,735840.0,2.0,140.0]",1.0
41346,"[0.0,735907.0,735941.0,34.0,4.0]",3.0
41347,"[0.0,735843.0,735850.0,7.0,43.0]",3.0
41348,"[0.0,735930.0,735962.0,32.0,61.0]",3.0
41349,"[6.0,735856.0,735875.0,19.0,115.0]",0.0
41350,"[0.0,735890.0,735899.0,9.0,258.0]",1.0
41351,"[0.0,735873.0,735906.0,33.0,48.0]",3.0
41352,"[1.0,735888.0,735900.0,12.0,0.0]",1.0
41353,"[2.0,735806.0,735824.0,18.0,40.0]",0.0
41354,"[2.0,735889.0,735915.0,26.0,78.0]",2.0
41355,"[0.0,735856.0,735864.0,8.0,33.0]",2.0
41356,"[1.0,735885.0,735893.0,8.0,19.0]",0.0
41357,"[5.0,735929.0,735932.0,3.0,87.0]",2.0
41358,"[5.0,735866.0,735890.0,24.0,26.0]",2.0
41359,"[2.0,735882.0,735908.0,26.0,59.0]",1.0
41360,"[2.0,735840.0,735852.0,12.0,26.0]",1.0
41361,"[6.0,735870.0,735889.0,19.0,41.0]",0.0
41362,"[0.0,735943.0,735962.0,19.0,79.0]",0.0
41363,"[1.0,735871.0,735879.0,8.0,37.0]",1.0
41364,"[1.0,735930.0,735963.0,33.0,12.0]",0.0
41365,"[0.0,735919.0,735920.0,1.0,176.0]",0.0
41366,"[0.0,735821.0,735850.0,29.0,29.0]",0.0
41367,"[0.0,735834.0,735836.0,2.0,64.0]",2.0
41368,"[3.0,735952.0,735961.0,9.0,81.0]",1.0
41369,"[5.0,735864.0,735890.0,26.0,346.0]",3.0
41370,"[1.0,735884.0,735900.0,16.0,59.0]",1.0
41371,"[0.0,735819.0,735822.0,3.0,1.0]",0.0
41372,"[0.0,735838.0,735871.0,33.0,70.0]",1.0
41373,"[5.0,735832.0,735855.0,23.0,35.0]",3.0
41374,"[6.0,735894.0,735924.0,30.0,19.0]",0.0
41375,"[1.0,735891.0,735907.0,16.0,35.0]",2.0
41376,"[6.0,735857.0,735875.0,18.0,42.0]",0.0
41377,"[0.0,735875.0,735892.0,17.0,21.0]",1.0
41378,"[2.0,735899.0,735908.0,9.0,13.0]",3.0
41379,"[2.0,735909.0,735936.0,27.0,39.0]",2.0
41380,"[0.0,735893.0,735899.0,6.0,65.0]",1.0
41381,"[5.0,735850.0,735862.0,12.0,1.0]",1.0
41382,"[0.0,735924.0,735948.0,24.0,77.0]",0.0
41383,"[2.0,735796.0,735824.0,28.0,161.0]",2.0
41384,"[1.0,735831.0,735858.0,27.0,43.0]",1.0
41385,"[3.0,735841.0,735842.0,1.0,206.0]",0.0
41386,"[2.0,735960.0,735978.0,18.0,66.0]",1.0
41387,"[1.0,735822.0,735823.0,1.0,280.0]",0.0
41388,"[2.0,735816.0,735838.0,22.0,1.0]",3.0
41389,"[5.0,735903.0,735918.0,15.0,15.0]",3.0
41390,"[2.0,735801.0,735824.0,23.0,50.0]",0.0
41391,"[0.0,735921.0,735927.0,6.0,4.0]",2.0
41392,"[5.0,735835.0,735841.0,6.0,74.0]",2.0
41393,"[6.0,735878.0,735903.0,25.0,117.0]",0.0
41394,"[2.0,735944.0,735957.0,13.0,44.0]",0.0
41395,"[0.0,735891.0,735892.0,1.0,229.0]",0.0
41396,"[3.0,735874.0,735905.0,31.0,148.0]",2.0
41397,"[4.0,735841.0,735867.0,26.0,4.0]",2.0
41398,"[2.0,735829.0,735852.0,23.0,11.0]",1.0
41399,"[5.0,735805.0,735834.0,29.0,5.0]",2.0
41400,"[5.0,735877.0,735904.0,27.0,14.0]",1.0
41401,"[5.0,735838.0,735869.0,31.0,43.0]",3.0
41402,"[6.0,735874.0,735896.0,22.0,70.0]",0.0
41403,"[3.0,735918.0,735940.0,22.0,14.0]",2.0
41404,"[4.0,735838.0,735846.0,8.0,116.0]",0.0
41405,"[1.0,735847.0,735858.0,11.0,43.0]",0.0
41406,"[1.0,735797.0,735823.0,26.0,2.0]",2.0
41407,"[2.0,735818.0,735824.0,6.0,45.0]",2.0
41408,"[0.0,735894.0,735899.0,5.0,64.0]",2.0
41409,"[4.0,735962.0,735965.0,3.0,52.0]",1.0
41410,"[0.0,735834.0,735850.0,16.0,2.0]",2.0
41411,"[1.0,735815.0,735816.0,1.0,53.0]",0.0
41412,"[5.0,735886.0,735890.0,4.0,44.0]",0.0
